Date,Absorption_Ratio
2025-08-04,0.8247326793779585
2025-08-05,0.8250730954656411
2025-08-06,0.824652942662327
2025-08-07,0.820349519477111
2025-08-08,0.819015341288634
2025-08-11,0.8194333668412719
2025-08-12,0.8196741156404274
2025-08-13,0.8190911539760218
2025-08-14,0.8187362721982656
2025-08-15,0.8188109725185977
2025-08-18,0.8197190351252188
2025-08-19,0.8194347771065198
2025-08-20,0.8194276467388476
2025-08-21,0.8191258161579897
2025-08-22,0.8192993462577076
2025-08-25,0.819757926959693
2025-08-26,0.8196962792495421
2025-08-27,0.8202884843844472
2025-08-28,0.8198079258429546
2025-08-29,0.8198126453678348
2025-09-02,0.8200077250387919
2025-09-03,0.8205805366172202
2025-09-04,0.8204990455406692
2025-09-05,0.8205413109154062
2025-09-08,0.8220821249831145
2025-09-09,0.8220012707549245
2025-09-10,0.822164211018515
2025-09-11,0.8204418657903605
2025-09-12,0.8208091319438926
2025-09-15,0.8229274173860279
2025-09-16,0.8233923803981148
2025-09-17,0.8248658662961421
2025-09-18,0.8260432165869307
2025-09-19,0.825947460127068
2025-09-22,0.8261295810431292
2025-09-23,0.8261362224597769
2025-09-24,0.8261492492251172
2025-09-25,0.8267712039696969
2025-09-26,0.8273518763436022
2025-09-29,0.8277654787221049
2025-09-30,0.8276977238806779
2025-10-01,0.8305082565518396
2025-10-02,0.8311186815372353
2025-10-03,0.8307619340472038
2025-10-06,0.8306326759080539
2025-10-07,0.8306019975711412
2025-10-08,0.8304743880591566
2025-10-09,0.8300138232147863
2025-10-10,0.8299225954412014
2025-10-13,0.830498357015511
2025-10-14,0.8307335489171043
2025-10-15,0.8245453117392203
2025-10-16,0.8247523635110063
2025-10-17,0.8267381893614028
2025-10-20,0.8289055532593913
2025-10-21,0.8309125563592883
2025-10-22,0.8312686786880841
2025-10-23,0.8320770615585763
2025-10-24,0.831730411972501
2025-10-27,0.832624114776286
2025-10-28,0.8329998055737141
2025-10-29,0.832835879381734
2025-10-30,0.8321159965823786
2025-10-31,0.8311791862605062
2025-11-03,0.8312648885982086
2025-11-04,0.8312898449403627
2025-11-05,0.8311511423543244
2025-11-06,0.8304658163431835
2025-11-07,0.8296124389980222
2025-11-10,0.8294005658723889
2025-11-11,0.8248070938634497
2025-11-12,0.8249004149282356
2025-11-13,0.8250983316039886
2025-11-14,0.8254665790123376
2025-11-17,0.8252458743904474
2025-11-18,0.8259983234032126
2025-11-19,0.8261313030479969
2025-11-20,0.8258913101710383
2025-11-21,0.8265106584339836
2025-11-24,0.8260494478712544
2025-11-25,0.8259472155956675
2025-11-26,0.8258983691342426
2025-11-28,0.8261224155936513
2025-12-01,0.8265262381878532
2025-12-02,0.8271716979327514
2025-12-03,0.8270360489707032
2025-12-04,0.8277258245643428
2025-12-05,0.8279009640105794
2025-12-08,0.8274574101630341
2025-12-09,0.8273547494822346
2025-12-10,0.8227428821731813
2025-12-11,0.8230549741237997
2025-12-12,0.8232811180822271
2025-12-15,0.8226100249583512
2025-12-16,0.8231643596712683
2025-12-17,0.8237579903136852
2025-12-18,0.8235262033659919
2025-12-19,0.8234612849419226
2025-12-22,0.8237185438119503
2025-12-23,0.8205320720888395
2025-12-24,0.8206271470891904
2025-12-26,0.8202060429673688
2025-12-29,0.8203341972530934
2025-12-30,0.8201168082367613
2025-12-31,0.8201641182744741
2026-01-02,0.8201082131496212
2026-01-05,0.8197786163399549
2026-01-06,0.8206120452636418
2026-01-07,0.820711529177573
2026-01-08,0.8215506796295785
2026-01-09,0.821461104835604
2026-01-12,0.8221212185848926
2026-01-13,0.8204741019994022
2026-01-14,0.8164074450184177
2026-01-15,0.812729510004145
2026-01-16,0.8088885978792181
2026-01-20,0.8023386394463923
2026-01-21,0.8042766658422682
2026-01-22,0.8059616185393393
2026-01-23,0.8059475015195864
2026-01-26,0.8068578013851883
2026-01-27,0.8072463548096422
2026-01-28,0.807712809329131
2026-01-29,0.8081242769857325
2026-01-30,0.8081160236684081
2026-02-02,0.8078580374110903
2026-02-03,0.8081247832176153
2026-02-04,0.8058675474826895
2026-02-05,0.8040627327048695
2026-02-06,0.8051589349739326
2026-02-09,0.8067627102098492
2026-02-10,0.8062643062166464
2026-02-11,0.8059841831226293
2026-02-12,0.8047444038054646
2026-02-13,0.807562486964369
2026-02-17,0.8069459330615014
2026-02-18,0.8070433782157662
2026-02-19,0.8072923780117162
2026-02-20,0.80792021004065
2026-02-23,0.8078000644312341
2026-02-24,0.8107598294841954
2026-02-25,0.8097783520782738
2026-02-26,0.8115266358339018
2026-02-27,0.8110821592791188
2026-03-02,0.8130949687815513
2026-03-03,0.8132195562412609
2026-03-04,0.8117490032057672
2026-03-05,0.8111615088244014
2026-03-06,0.8066735156880482
2026-03-09,0.8077222383241861
2026-03-10,0.8053820212717229
2026-03-11,0.8059472374598946
2026-03-12,0.8009852499286306
2026-03-13,0.8032600190442574
2026-03-16,0.8037591016097229
2026-03-17,0.8025799558421569
2026-03-18,0.8007914312436786
2026-03-19,0.800353936121758
2026-03-20,0.8002640100214017
2026-03-23,0.7992903315635181
2026-03-24,0.7996423621733224
2026-03-25,0.7999760166774255
2026-03-26,0.7988694725607216
2026-03-27,0.7995572721322071
2026-03-30,0.8015496569191118
2026-03-31,0.8012547761977624
2026-04-01,0.8023286127939058
2026-04-02,0.8023941533791003
2026-04-06,0.8023134095425465
2026-04-07,0.8024677587335768
2026-04-08,0.7832828299907455
2026-04-09,0.7661444555582325
2026-04-10,0.7676874513382347
2026-04-13,0.76814915686239
2026-04-14,0.7438388913772737
2026-04-15,0.7297660884383069
2026-04-16,0.7274988738602679
2026-04-17,0.7252930560928873
2026-04-20,0.7263992934974857
2026-04-21,0.7239091307882142
2026-04-22,0.7215460880631144
2026-04-23,0.7199977421781114
2026-04-24,0.7154153640023347
2026-04-27,0.7143193578938744
2026-04-28,0.7127740252983609
2026-04-29,0.7123634986010061
2026-04-30,0.7121275856060254
2026-05-01,0.7125649304784633
2026-05-04,0.7126884101803982
2026-05-05,0.7143113286988193
2026-05-06,0.7120351930272236
2026-05-07,0.7120807847288261
2026-05-08,0.712427297336867
2026-05-11,0.7093030131554696
2026-05-12,0.706594515133174
2026-05-13,0.706305461980473
2026-05-14,0.7002066346092326
2026-05-15,0.6993332343153578
2026-05-18,0.6998991621156687
2026-05-19,0.6998048551616743
2026-05-20,0.6998420550345881
2026-05-21,0.700833944055008
2026-05-22,0.7006914243827281
2026-05-26,0.6973765576314543
2026-05-27,0.6969584065245444
2026-05-28,0.6966975923258749
2026-05-29,0.6944588093894558
